"id","commenter","content","createdAt","customerId","documentId"
"f0f89093dc0142509f52695e71c23822","C#nyUF5isVn3Q3jTV6VqWo0UZrjbE2","Merci !","2023-04-20T08:14:58.411Z","nyUF5isVn3Q3jTV6VqWo0UZrjbE2","811a37ed888a477995d364b855bdedcc"
"c8207a8525574800b514c5e11c2d5569","C#x1ZdO5p9qUWxJ34kis8utok5p8W2","Apéro !!!","2023-04-16T10:31:02.615Z","x1ZdO5p9qUWxJ34kis8utok5p8W2","8a826ba851824e569f4432314824f8d6"
"bcae7721177f4ed88859c6de12582338","C#hubieOQpeVPg4h8mpEyoOreQImw2","""Faut tester ! ""","2023-04-14T17:25:19.952Z","hubieOQpeVPg4h8mpEyoOreQImw2","27c7f5b9b9a649019d58ef97de01d30d"
"f3b15c0f744f4f6fbc05a4ab0a5126c1","C#S59ndpN58reYaFvGWvpmbN6nloj2","""Ha ben nous voila bien !!! ""","2023-04-21T06:13:27.153Z","S59ndpN58reYaFvGWvpmbN6nloj2","754d7f873f68466487322e39e32438ba"
"06d1cccd397649f1bc12ac91e9b09200","C#dTaFjGhBYaOV6OdLuKqqxBkNXCz2","Coucou ont n a plus de photos 😭","2023-04-13T18:19:23.607Z","dTaFjGhBYaOV6OdLuKqqxBkNXCz2","546dc2aa15f648d9bbfe3d7f19fa4471"
"3c4bd97b4fc3463e8deef044e21563c8","C#vyjBJqfYdPUTUvjV9JwsqIrJ9G12","Finit le lit de bebe 😅","2023-04-16T08:34:03.229Z","vyjBJqfYdPUTUvjV9JwsqIrJ9G12","f0bc60dcfc5f40a8842a24d5ed021d14"
"7e6fc10469d84619b358878ed8308103","C#bz0jesccPebcQ3gktmTL7jdhxtt1","Oooooh trop chou 🥰","2023-04-17T06:49:43.491Z","bz0jesccPebcQ3gktmTL7jdhxtt1","d9f10cfa660e40a2b3756bcb19013e91"
"da18a1375e624381b2753665da762e75","C#kn1AOgdsfOUVP4MhfOKRNL3XDa03","Heureux d etre ailleurs","2023-04-16T09:17:03.522Z","kn1AOgdsfOUVP4MhfOKRNL3XDa03","392f5e4767f64f26a8f830faee15c9a5"
"762d651845c84ebda9a78ac79fb6aa93","C#yBN7XNLlJVYPHaYcpueP2s9fddu2","Miam 😋","2023-04-22T17:01:35.316Z","yBN7XNLlJVYPHaYcpueP2s9fddu2","b93e107c406d48cc83ee5fcfdd54199a"
"6f8bff3cee434d2eaf8d231aa2c18a34","C#HS8SiHN47maF6XBfamG1wk0Diw12","""Ah merde ""","2023-04-13T13:29:06.800Z","HS8SiHN47maF6XBfamG1wk0Diw12","76c31c988e0a4ed69853d8040ead665f"
"c1c48a118ccd48f6a4bd2468c135265d","C#jAEeX6nuNRO9rqzLsTeUxL96A5F3","Choupinette!!","2023-04-20T19:10:12.794Z","jAEeX6nuNRO9rqzLsTeUxL96A5F3","ab2ee4356382420cb91d8af56657314f"
"1394b32cca364819b92f070e9e03a6d7","C#swc8Cc1z16N42CC7Bljwd5aEeBu1","Si c est avec le meme assortiment de couleur c est pas joli 🤣","2023-04-14T17:16:43.809Z","swc8Cc1z16N42CC7Bljwd5aEeBu1","0e5748a82aaa41d586a815f5b0dc8242"
"14740421a80440b1b8fbfdf431ecb53d","C#LaVFIrb04rYkBRUHnkioNzWIuXx2","Tout semble avoir été remis à zéro hier…..","2023-04-13T05:01:42.048Z","LaVFIrb04rYkBRUHnkioNzWIuXx2","f1eeda18a4b4417aaa85d0c2e873d33a"
"68482a7987b64b46bb9997b9bc8e2b4e","C#AavOX9c8GRhWx9VX9PRl8HJY3B52","😍","2023-04-22T20:24:40.632Z","AavOX9c8GRhWx9VX9PRl8HJY3B52","5325f0709d04462983df551f7b628be3"
"b2425afe4e6846708643cbc2e7314116","C#KWGg28qHezWX63waCfYUfJRJhzF2","Gros bisous 😘😘","2023-04-13T18:45:47.271Z","KWGg28qHezWX63waCfYUfJRJhzF2","a879568f301f43aeb81ca66ccf7ecfc5"
"4647eeb629cd4a0f9793c7ebd1471b0e","C#AtV4lnJTZbUB9MpH3aAPHjiYWsH3","""Ah, c est génial !!""","2023-04-20T18:53:50.128Z","AtV4lnJTZbUB9MpH3aAPHjiYWsH3","f77241f04fb9461fae50a205a2bbdf6f"
"f1fc29a4b6c74eeda90baad419cd3f5c","C#GE0mFXVrgag8Kb9tll7fgJ7ySdr2","""Moi, j'ai que 2 photos de margaux, le reste j'ai pas !!!! ""","2023-04-16T08:00:07.161Z","GE0mFXVrgag8Kb9tll7fgJ7ySdr2","749b4d2e7e9c44dc9b55ff1b7c347c32"
"c3715b6f62d840e1856f7aee539cc6ce","C#MNkkkS60KdS9A5SgGbnjaTSjmd13","Toi qui voulait toucher …..","2023-04-15T12:27:02.088Z","MNkkkS60KdS9A5SgGbnjaTSjmd13","76c10beaba6c4cff8b6ab3e8dc5d437e"
"9a2079382d3d4fe189a499480646917e","C#3syZN5gh1nOQlbQeYscDcBqXbKm1","Magnifique prise de vue !!!","2023-04-20T13:44:46.013Z","3syZN5gh1nOQlbQeYscDcBqXbKm1","e801a73c0a67484fba8f86e45fae1154"
"e572c43eb53f498199408d6d930d5ed1","C#qeFGlf2q2bSLgdK1rzNfcQXuDo52","""Il y a quelques années.. hihihi.. bisous ""","2023-04-19T18:22:30.940Z","qeFGlf2q2bSLgdK1rzNfcQXuDo52","252725259e774cafa54cd20a81760a82"
"cf43cd1d97644b1593a3f7bdf09c9ba0","C#Bq9bsJVf8ZaRQwfdZODiIOhB4kX2","Non mais je rêve 🤣🤣🤣","2023-04-13T18:29:45.616Z","Bq9bsJVf8ZaRQwfdZODiIOhB4kX2","a425cadfa67d4af1a9cfb862f458251f"
"14276ae188b0452ea3986a717a33838c","C#zOzme3LRC1UpNJwSyjliJOGZacn2","11 mois depuis dimanche. Il enchaine les bêtises 😊","2023-04-13T14:14:39.811Z","zOzme3LRC1UpNJwSyjliJOGZacn2","e145b184bf1b493e8c03a996a6b99572"
"c30990e6b9914c2586cdd59d84568406","C#aprrDe6tHsWXztSWTyif93cKU0G2","Oh la vache !","2023-04-13T08:09:44.475Z","aprrDe6tHsWXztSWTyif93cKU0G2","553829b4c93241e0b7a42fa8c7ee2771"
"a67d07505e8543a0a208fda434c846d7","C#eMwyC5cLhWMYjCkUeYlwdU0qQF43","""Oui plus aucunes photos ""","2023-04-13T20:06:56.244Z","eMwyC5cLhWMYjCkUeYlwdU0qQF43","a879568f301f43aeb81ca66ccf7ecfc5"
"fb2d63a6ea4f4cf2a918679491f03584","C#g24lLVI4OtMGfLLz87wxI7nywOP2","Il est beau ton assistant !🥰","2023-04-18T10:30:37.381Z","g24lLVI4OtMGfLLz87wxI7nywOP2","e5d9b3b71f3249eaa7fbb03606270bc4"
"d8da630bcffc45b68dec1ece35a33ebd","C#hjZp7RfzbCUh4HxGce1oHUoQYRr2","28/07🥰","2023-04-22T18:06:30.561Z","hjZp7RfzbCUh4HxGce1oHUoQYRr2","91d97005686c4efca87413c80d58c989"
"7af1dda2acbe47f6be7b899d1d030892","C#vPV6cKNXgsQRkN8HdWaQduL9JEi2","Moi aussi ma bibiche 💛💛💛","2023-04-15T21:48:35.731Z","vPV6cKNXgsQRkN8HdWaQduL9JEi2","75600ae104d54373a64d4849e235608b"
"3f6bd06358884f6aa27112e3281079f8","C#CXEa8uZkatd2GJKyatgYQ9Uj7rm2","La chance !!!!!","2023-04-21T09:48:16.491Z","CXEa8uZkatd2GJKyatgYQ9Uj7rm2","ce72d67c45a14d7ca44c05aad34cb53a"
"df9f436edac244b8a8fd15eae8379392","C#lluEQdDdEIh18BqqqnXLp3iyusn1","Toute la famille a l'air en forme","2023-04-21T08:09:27.127Z","lluEQdDdEIh18BqqqnXLp3iyusn1","15977ded216745bdb041952ee069816c"
"a353766bf85046bc819f92ba498396e9","C#479A9A6ERyMesoa1kLJ11lZdZhx1","Bonne route et bonnes vacances à tous les 6 😘❤️","2023-04-15T11:17:32.265Z","479A9A6ERyMesoa1kLJ11lZdZhx1","ffdc1699d8544ecaaf1298a0ca3f85b7"
"8e4305f7bece4cc38ab21ae8feb44b39","C#Z6XnYHj2HDMthDmuIwDnHwnBcc03","Les costumes sont magnifiques!! Les filles on dû aimer 🥰🥰","2023-04-16T21:20:15.010Z","Z6XnYHj2HDMthDmuIwDnHwnBcc03","26c104a03f2243f9bdc19b2e62cb11e5"
"7624bf5603114d9e8c3a2e05ab6a98f5","C#iKkcXNQM9XYhiXUSH7WIBItvEZj1","""Merci bocup pour les photos,elles sont magnifiques: vous êtes des amours. ""","2023-04-16T16:20:30.562Z","iKkcXNQM9XYhiXUSH7WIBItvEZj1","6495dc0ddc7d44ca880f521e69f65903"
"be861987141d4367b4d9741501abb1ad","C#W73xSsS0HwgHs5zkjkxXbnwhzt63","Bonne nuit mes amours 😍","2023-04-17T21:21:22.118Z","W73xSsS0HwgHs5zkjkxXbnwhzt63","b66de552b7f8475bbf864dc1236bd402"
"db37870415b3439b934e9f4273d2c376","C#ExAfdc7HONNq8R5ckbcjVckxoO93","👍👍🤣🤣😘😘","2023-04-16T19:49:25.352Z","ExAfdc7HONNq8R5ckbcjVckxoO93","6c43ecf9582d4023b2bbb63a337ec2b0"
"5f08f9c76aa14a4cabff7d5e4013c7f4","C#jNNyng5Ip2gDQfcUY4wJaNHDXcl2","Fear the deer !","2023-04-16T22:24:45.116Z","jNNyng5Ip2gDQfcUY4wJaNHDXcl2","ec65f09332244e248fdf3204068c570e"
"fa64eeed3d83448a8491e19e0a6bf1e2","C#djJ3gauHLugjdtisFZxFQUmzdUW2","""Mirko à côté de Blandine ?? 😘 ""","2023-04-15T19:23:35.800Z","djJ3gauHLugjdtisFZxFQUmzdUW2","fd1e9089c8d24f65b3b6406bd44b410b"
"ed9a9541be89426a8760c9ff7ba0b5f5","C#AkShO0SSNveHApix0NtQJ2P90xn2","""Quelle belle photo ""","2023-04-18T17:19:38.709Z","AkShO0SSNveHApix0NtQJ2P90xn2","6c2b8d70487c44159c62e07353c88179"
"e2835f475bf74ec89644d27f32086cd0","C#ikKUIIrnhvQeOrBExLkeReGG1X42","""Tu as trouvé tout ça où ? Super ""","2023-04-17T18:25:53.308Z","ikKUIIrnhvQeOrBExLkeReGG1X42","8133a512a5a94afea2187e75f7a5834a"
"39940fca4cb841dbb315fa97e09283c2","C#awVhPZOQm2bmdjJKDz6SOy9NoSJ3","Le plus dur est de commencer...👍","2023-04-23T11:41:54.787Z","awVhPZOQm2bmdjJKDz6SOy9NoSJ3","f752c5921463413aa8e917f5be3aed94"
"4ac14299aeed40d98197eacab2e74181","C#ofXZcPpjSTVdjVkvcUpGcHL03n92","""Plus aucune photo disponible ""","2023-04-14T18:21:51.612Z","ofXZcPpjSTVdjVkvcUpGcHL03n92","42279f7cf2cc4373a5001e3bdcb97150"
"31ee443e3a234cafaa2435fe22fd0a02","C#0TnJac22Muapje4q0bQzanckgGb2","""Ils ont l'air de languir leurs parents ""","2023-04-22T19:19:14.365Z","0TnJac22Muapje4q0bQzanckgGb2","4c4c8b7dc7bf4b9a8409ed4b846e6b9f"
"b774f70d2cb242fdb102adeb2179018f","C#TtfMayg4ONQuRjCxcGFmPqFsdBA3","""Magnifique ""","2023-04-16T16:59:43.890Z","TtfMayg4ONQuRjCxcGFmPqFsdBA3","53b77c37176143e5989bebf86afdfca1"
"7f6fd0c77d93432aabf9b54891689a5a","C#cOP8wyw9NETj8su59ithZdLrMNI2","""Jolie ""","2023-04-22T04:46:16.449Z","cOP8wyw9NETj8su59ithZdLrMNI2","e7db36bbfc464edaaf07c8852e1386cd"
"4f82b21b1ca84ee288f7e73f31cad024","C#479A9A6ERyMesoa1kLJ11lZdZhx1","👏ma  cherie tu es une artiste ❤️","2023-04-15T05:50:08.822Z","479A9A6ERyMesoa1kLJ11lZdZhx1","34ee2d63baf344eba08ddfc182c40707"
"e7862ebb0af1499b9796279472a8ee4c","C#Oaby6VlJNROSrRMvoYEb1lLRcNl2","Top 👍 Bonnes vacances 🎉","2023-04-15T17:55:12.856Z","Oaby6VlJNROSrRMvoYEb1lLRcNl2","7ae002aeacca4cc288c2e57d120748da"
"be42622446ab4b83a9da3f4d69cdc12e","C#jAEeX6nuNRO9rqzLsTeUxL96A5F3","Bon app!!! Bisous","2023-04-22T18:26:05.744Z","jAEeX6nuNRO9rqzLsTeUxL96A5F3","473c1b23d08d4d058c34cebc5dfc1773"
"e6cd3347044449afbf7a5d6e2a18a995","C#ogvefKmBzBT4eOq6rwHibDyBLy52","Il y a encore un monde fou !","2023-04-13T13:23:34.771Z","ogvefKmBzBT4eOq6rwHibDyBLy52","1bc6ed70d0324e998f69db69e983b385"
"b86a85c92b6c41ba967f0f0b53b66477","C#wo2CkdmKXAcC8SHMk2fud6BLnlr1","""Bisou maman et à très bientôt ""","2023-04-15T06:52:17.999Z","wo2CkdmKXAcC8SHMk2fud6BLnlr1","2832b5cf49a642b385124457a7873682"
"4f5fc7c24e834e7ab28089dcba1629ad","C#jwj2Nbvxr1YQuLbwEysKm88COQg1","🥰🥰","2023-04-22T06:36:41.690Z","jwj2Nbvxr1YQuLbwEysKm88COQg1","2f78985013b349debd704473dce061ee"
"ba683546f59d4502acb8b0ee175396e8","C#kk1kliI6mlZATTm9hTymcIsYoKd2","Merci mes chéries. Je suis impatiente de vous voir bientôt. Je vous plein de gros bisous","2023-04-17T07:50:59.093Z","kk1kliI6mlZATTm9hTymcIsYoKd2","b15297d6d8e34f7db2984a8229041939"
"afdf20dd760042559105d0bfaab07d83","C#aTe9K1k44oTtxxSnqX2TV3DLmAE3","C est mon fils ! 😉","2023-04-13T14:19:14.723Z","aTe9K1k44oTtxxSnqX2TV3DLmAE3","e73ea93150514356864279e4b279af0d"
"7b7cd10fc7ed461ba142babf955f3649","C#x1ZdO5p9qUWxJ34kis8utok5p8W2","Apéro !!!!👍","2023-04-17T17:30:10.031Z","x1ZdO5p9qUWxJ34kis8utok5p8W2","6dc4af93d2084e93b41b14f003123025"
"eb1f1a01954f4a6b962a3ac4de9bce93","C#WTeodMVG8uaabhl8rZe6LlZyM2L2","""Tres belle phrase, tres belle ecriture 🥰""","2023-04-21T11:17:19.919Z","WTeodMVG8uaabhl8rZe6LlZyM2L2","333931b95ce44c96ba5fee43a6da983b"
"c6a6dab1209542d8a7907163e43a97ab","C#u3cbNOGWc9e9X37WhtYC4OIW9Zr2","Ça faisait longtemps qu'elle n'en avait pas fait 🤪😂","2023-04-23T11:11:40.509Z","u3cbNOGWc9e9X37WhtYC4OIW9Zr2","452c4552015a4d86927eab716cc11b29"
"1e23c69c667a4bf49184512a320e401a","C#PiwHhHigZYf6bbUswuJ7qHw5tNz1","La biscuiterie Lu","2023-04-16T07:48:20.896Z","PiwHhHigZYf6bbUswuJ7qHw5tNz1","bf6c9cfb636a488ebfaf30559481acf1"
"372f8b8bb1674e07951195090e5c50fa","C#szRmFBdmeeeWQ5CR79t9LijCWbh1","Sagrada familia ! Il ne fallait pas plus de monde dans la cuisine de Mémé ! Gros bisous à tous 😘🥰","2023-04-17T15:04:24.603Z","szRmFBdmeeeWQ5CR79t9LijCWbh1","2f991275d1ce451fbd69ff2e2db03072"
"e2814fc9bbd141e382bea5def3eed4b0","C#MuJUoM5smkco7uxtVI54Nje61kH3","J'adore les koalas 🐨","2023-04-22T10:18:56.141Z","MuJUoM5smkco7uxtVI54Nje61kH3","f4863276bef2424faa836550607dea8e"
"99aa4f80ff9145a8be62bd0b965529de","C#qxfs6IAZryayr7ibdK6kdZ5MmJc2","""Trop belle! ""","2023-04-17T06:20:28.550Z","qxfs6IAZryayr7ibdK6kdZ5MmJc2","284c19760c884b0ba2e877c5f25c419d"
"8e46fbdb5a7142be8148728260b947ec","C#8d23x2iuwgV4EoFEo88pnyIXmZ22","Il beau","2023-04-22T18:55:38.187Z","8d23x2iuwgV4EoFEo88pnyIXmZ22","3d648376f4f0405588ef326577bd2c51"
"db7d82fa10b44b71986aba2bcf99a5ea","C#m4hIpaMlR3QvqRvGssGZnBUkY6B3","🥰😍❤️","2023-04-15T09:18:23.724Z","m4hIpaMlR3QvqRvGssGZnBUkY6B3","6ef4272d011349a48f2511b183d82c24"
"5a0610f3f14c4da3b8f682a06720a6c2","C#v3ZV1rXHumTQvGJcpaPRvqPjzW23","Il faut attendre un peu pour jouer avec elle","2023-04-19T12:03:13.484Z","v3ZV1rXHumTQvGJcpaPRvqPjzW23","351554882d644bc69f3e5a33a76409c1"
"b9779fe64a304efeb6ddc22f48e89bff","C#fFfHGVq3cDTdJLWxil7whfQOPbH3","Bravo Paula. c'est très beau  et tu as réussi à trouver de beaux coquillages c'est magnifique  gros bisous à toi et mamy et bonnes vacances .","2023-04-19T11:20:05.868Z","fFfHGVq3cDTdJLWxil7whfQOPbH3","5357d52da0fe4919b03e562e200637f1"
"300c2b87261441b09a4bfeb406d4010f","C#WTeodMVG8uaabhl8rZe6LlZyM2L2","""Champagne !!!!!!!!!! Félicitation ""","2023-04-17T08:21:28.358Z","WTeodMVG8uaabhl8rZe6LlZyM2L2","918b05319d50464ea2746e9435084ed9"
"424a0105e4fc4e108e8c594b7741faad","C#oG6CehLAwlVYjCLmZTmj853lsrD3","""Ah ouais,  classe! ""","2023-04-23T11:52:41.530Z","oG6CehLAwlVYjCLmZTmj853lsrD3","c10eefb7b1874f248194ed9c448ce773"
"770741cb8cc04d3981238446c1bd481c","C#bd9YTSiIQ8PK60Ik665WS2nJvV42","Merci bisous ❤️","2023-04-21T15:31:25.721Z","bd9YTSiIQ8PK60Ik665WS2nJvV42","300d80ad66ac451b931989b205f0f3f0"
"12cce563350a48978da5a950763b11e3","C#TBVj2JzskSaO1qrfQUkyfABUkyJ2","Et oui vive le printemps !!!","2023-04-13T10:26:18.031Z","TBVj2JzskSaO1qrfQUkyfABUkyJ2","9994abef36394310b6bc08e6fa8262ad"
"c019c5ac7d04430fbe14b06843d836ad","C#YQG8Y1AvXhPPpBtzBicO8gghlSl1","C est bien la fille de son père  !!!","2023-04-19T22:23:34.640Z","YQG8Y1AvXhPPpBtzBicO8gghlSl1","69e5d8095e6a46ed90ab5c22b75b73a9"
"ba519dcb1e9743f29a972825de703de9","C#O9Vz4jpYtTdG4RpKSOziqd9fKH62","Une vraie princesse","2023-04-14T10:41:40.039Z","O9Vz4jpYtTdG4RpKSOziqd9fKH62","9db30f2dcf6d4c6fa7b5161a54b2581d"
"415c655103e34c879b6566b84e16dc7e","C#R3DX3Gg5HcR9gt8n93N3cmfUPX93","😂😂","2023-04-14T06:13:00.559Z","R3DX3Gg5HcR9gt8n93N3cmfUPX93","7d3aff0eca9d45e294a97c839da1005e"
"c844be19094a441583570a6dbc5c8845","C#OXD5aeXg5gWCHkr0wyzLcPC0vUq2","Mohhh les bébés 💖✨️","2023-04-13T09:01:17.654Z","OXD5aeXg5gWCHkr0wyzLcPC0vUq2","8f80687278204fbc88bdfb41dce4e685"
"e0e69609562a464ab382bed9bddeee33","C#2B6epz41EAc8j3aOT59azgapzW73","Hahaha","2023-04-22T13:52:30.734Z","2B6epz41EAc8j3aOT59azgapzW73","71ff2d50f1ad4838b86e6687df8ad3af"
"8265af61f0624d91947fae950c90bf13","C#kyVjEkqiIFTytsuy3C1UD9J5TbF2","""Yes, une bonne Marche sous la pluie. Nous on se cache derrière 🤣 ""","2023-04-22T11:33:06.995Z","kyVjEkqiIFTytsuy3C1UD9J5TbF2","8ddaca91e6ee47c0849af5872098765e"
"754ab77049d744f1aa25947ab12a2633","C#Sr4RxlKriHgd0M6hvHR012qT1LJ3","Tres colore aujourd'hui 😂😂😂","2023-04-21T11:56:27.672Z","Sr4RxlKriHgd0M6hvHR012qT1LJ3","fbadcb3e8f50457d9e4dcd23faaa4cca"
"e18cc0ab915b47258f2cc11fc5ec2af0","C#47ab52iaM8S3mExu7amwCpZtS3v1","Les meilleures du monde tata 😂♥️","2023-04-15T14:08:43.244Z","47ab52iaM8S3mExu7amwCpZtS3v1","04c27a6a3de241bf8e2eca91a2a49512"
"4341165234914469991d2bc6d164c42f","C#0TnJac22Muapje4q0bQzanckgGb2","🤣🤣🤣🤣","2023-04-13T06:14:24.678Z","0TnJac22Muapje4q0bQzanckgGb2","83b064dd2e41459098cd6abbbb28dbc1"
"b146cadb4c974bd388493b81f37457d2","C#MTBipQIo9TT6K3WAelEs2yORS4p1","""Trop bien profitez bien ""","2023-04-18T17:24:19.246Z","MTBipQIo9TT6K3WAelEs2yORS4p1","ee618e559d3b4bcda991e7210c801df8"
"12050ac141514d9ea23148f2aa0a5fca","C#43cMV5L4YPXKhHR11TwK4RrkRkD3","👍👍","2023-04-20T12:08:21.046Z","43cMV5L4YPXKhHR11TwK4RrkRkD3","9be597baf7604b5391d9c7a3e61b5d37"
"b11ec74216b54804b370a034cf12f6a5","C#ETPUkJUMDacbgED9UhfD5U0SSBR2","C est ca 👍","2023-04-16T14:59:56.703Z","ETPUkJUMDacbgED9UhfD5U0SSBR2","92529c3a191d497ea32025f510be55db"
"ecf2ad4676aa484caea212877100ee0b","C#vct3vJGEqnVn0HI1Rk22z1rXltu1","Trop mignon","2023-04-16T19:22:30.524Z","vct3vJGEqnVn0HI1Rk22z1rXltu1","845737345c3244b89387c29bd9699bd4"
"7dc3a243d5074d94b435d872f9f2ca79","C#yeERqDETwVhY8h5CUvlp3JPGlWi2","Merci😘","2023-04-14T10:42:16.156Z","yeERqDETwVhY8h5CUvlp3JPGlWi2","fb365da98e37422d88db46715233d127"
"ef97e6ce3ac44817b1523d079e417966","C#zjkXJPo9FzcBJwBeoDvifqP6erL2","🙏","2023-04-18T19:50:06.782Z","zjkXJPo9FzcBJwBeoDvifqP6erL2","e57e707693e542a9b6ba864573068812"
"8fa7a4fee317425a8c8efa02e6336381","C#5AIcaN3xP0ey40BZRNOkmNco6In2","Bonne journée profitez bien 🥰🥰","2023-04-22T09:10:34.756Z","5AIcaN3xP0ey40BZRNOkmNco6In2","587829bd28234ffa811359df92016079"
"26455689dd604294b5fd54749f7e5711","C#aW5wvoWkwkcmJU94KKEYtUpiFtU2","""Wooow! ""","2023-04-23T13:42:32.716Z","aW5wvoWkwkcmJU94KKEYtUpiFtU2","f400964cbfbc4d618f054b049e24e7d7"
"80391ae8c7e54e1ca308ce821834ae09","C#Xu9jOL4Ga7a7qox131kGE1Vu8hs2","La chaaaaance profitez bien 😍","2023-04-13T07:02:49.306Z","Xu9jOL4Ga7a7qox131kGE1Vu8hs2","ce1e7c8fe81f465a9ead9603372ce5ca"
"10f676ce6ee0480baaab57c42ace6676","C#znnzbtG61Lhoijn351WuycK6aq83","""Je créé des binômes ""","2023-04-19T18:22:58.672Z","znnzbtG61Lhoijn351WuycK6aq83","c25c62bf67454c43b55c2b65143be2af"
"55d67b6469e1430ca0f517fd534fd095","C#2ACUO1NnoQVmYohFq3KlIOyoPAE3","Elle m avait demandé quel animal j aimais et voila et vince lui avait eu un renard","2023-04-16T20:41:34.216Z","2ACUO1NnoQVmYohFq3KlIOyoPAE3","98ff6f06fc884447a1e57857a346c186"
"3ce68b666a0441209d33074b01b157d1","C#1bgHz56b1BcDSFtcUKdFaTS2P9q1","On voit plus les video ya un pb technique !!!!","2023-04-19T12:40:12.440Z","1bgHz56b1BcDSFtcUKdFaTS2P9q1","ef6c7eb43be7413daa56865a63d630e6"
"b26900ab15424243aec2a3e2c76c80db","C#xnM7kh3CXLS3vGe0zuoUbrchHTA2","Le rêve ❤️","2023-04-13T14:10:17.740Z","xnM7kh3CXLS3vGe0zuoUbrchHTA2","cab14976e8084ff98cbf1354c2286dcd"
"17ebee921d904c90bf8af7bf4dfc8e3a","C#l3neGhj19PSdCFxWNx7r5kO6DIE2","😍😍","2023-04-16T07:51:54.661Z","l3neGhj19PSdCFxWNx7r5kO6DIE2","9f4b93766d9c40ae9dfae0eb6560755d"
"2ffd8bd9566e44278e5d114fb4931e79","C#W73xSsS0HwgHs5zkjkxXbnwhzt63","Bonne soirée à toi aussi bisous 😘😘","2023-04-21T16:02:08.390Z","W73xSsS0HwgHs5zkjkxXbnwhzt63","300d80ad66ac451b931989b205f0f3f0"
"09719e170832465bbb9e36015e9e597c","C#zjkXJPo9FzcBJwBeoDvifqP6erL2","Incroyable choupette💕💕💕","2023-04-19T17:50:12.217Z","zjkXJPo9FzcBJwBeoDvifqP6erL2","e19c9471fbb54a3f9232330ce18faa5a"
"697275c5fe444db3bb1d0bd112f03584","C#t4gfENEk3Jf6lTLX7aPy3TCM8dM2","En fait rien ne s’affiche","2023-04-19T18:21:35.669Z","t4gfENEk3Jf6lTLX7aPy3TCM8dM2","10bd16d1121a46e18db8abbfca8de2ec"
"fe5dec27eabb4620b536f8c59271d501","C#eg1CFBpIXFOQhIWgFCxDDKcc4923","""Magnifique photo de parrain et la filleule ""","2023-04-15T13:33:38.441Z","eg1CFBpIXFOQhIWgFCxDDKcc4923","4a1815f6017647e78dd3ff8b12ddea40"
